                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                0.59311,                0.65793,                 1.0811,                0.74807,                  0.725,                0.72219,                0.59912,                0.96834,                 1.2513,                 1.3374,             0.00049066,             0.00049066,             0.00049066
                    144,                0.57789,                0.60691,                 1.0972,                0.69147,                  0.675,                0.71737,                0.57383,                 1.0978,                  1.494,                 1.4876,             0.00048626,             0.00048626,             0.00048626
                    145,                0.58277,                 0.6287,                 1.0618,                0.81936,                0.68352,                0.78657,                0.64635,                 1.0568,                   1.15,                    1.5,             0.00048186,             0.00048186,             0.00048186
                    146,                 0.5724,                0.62245,                 1.0698,                0.88941,                0.68605,                0.78659,                0.66051,                0.97797,                 1.1194,                 1.4909,             0.00047746,             0.00047746,             0.00047746
                    147,                0.59825,                0.65341,                 1.0788,                0.83731,                0.68783,                0.75757,                 0.6172,                 1.0757,                  1.245,                 1.5698,             0.00047306,             0.00047306,             0.00047306
                    148,                0.60215,                 0.6605,                 1.1044,                0.76606,                 0.7375,                0.75332,                0.64526,                 1.0532,                 1.2282,                 1.5138,             0.00046866,             0.00046866,             0.00046866
                    149,                0.55944,                 0.5917,                 1.0818,                 0.6381,                 0.7375,                0.73076,                0.61175,                0.90199,                0.87563,                 1.3519,             0.00046426,             0.00046426,             0.00046426
                    150,                0.58849,                0.65306,                 1.0658,                0.78016,                0.76994,                0.79014,                0.64272,                0.97786,                0.86558,                  1.426,             0.00045987,             0.00045987,             0.00045987
                    151,                0.55554,                0.63685,                 1.0465,                0.79237,                0.82419,                 0.8252,                0.65633,                 1.0611,                0.83724,                 1.5354,             0.00045547,             0.00045547,             0.00045547
                    152,                0.51185,                0.56254,                 1.0398,                0.87006,                0.75125,                0.88202,                0.72053,                 0.9641,                 0.7842,                 1.4377,             0.00045107,             0.00045107,             0.00045107
                    153,                0.48816,                0.53355,                 1.0412,                0.94468,                 0.7875,                0.84906,                0.67641,                 1.0143,                0.97891,                 1.4745,             0.00044667,             0.00044667,             0.00044667
                    154,                0.50021,                0.56607,                 1.0246,                0.94887,                 0.7649,                0.84579,                0.67763,                  1.052,                0.96798,                 1.5176,             0.00044227,             0.00044227,             0.00044227
                    155,                0.54172,                0.62151,                 1.0571,                0.73232,                0.79517,                0.86547,                0.68348,                0.97671,                0.86331,                 1.4795,             0.00043787,             0.00043787,             0.00043787
                    156,                0.56748,                0.64765,                  1.089,                0.85693,                 0.8362,                0.88019,                0.70851,                0.92765,                0.78024,                 1.4223,             0.00043347,             0.00043347,             0.00043347
                    157,                0.51815,                0.59536,                 1.0391,                0.88968,                0.78904,                0.90378,                0.68129,                0.96275,                0.74504,                  1.437,             0.00042907,             0.00042907,             0.00042907
                    158,                   0.51,                 0.5757,                 1.0237,                0.87141,                0.75686,                0.82969,                0.64229,                 1.0659,                0.95015,                 1.5676,             0.00042467,             0.00042467,             0.00042467
                    159,                0.47915,                  0.555,                 1.0294,                0.85916,                  0.725,                0.76242,                0.60473,                   1.15,                 1.1171,                 1.5912,             0.00042027,             0.00042027,             0.00042027
                    160,                0.53471,                 0.5454,                 1.0394,                0.71085,                0.69693,                0.73116,                0.62374,                0.99531,                 1.1124,                 1.3858,             0.00041587,             0.00041587,             0.00041587
                    161,                 0.5146,                0.55214,                 1.0492,                0.60398,                0.67488,                0.72397,                0.59499,                 1.2677,                 1.1271,                 1.6844,             0.00041147,             0.00041147,             0.00041147
                    162,                0.53571,                0.56949,                 1.0495,                0.66364,                0.78326,                 0.7484,                0.62159,                 1.1719,                0.97079,                 1.6788,             0.00040707,             0.00040707,             0.00040707
                    163,                0.52319,                0.60197,                 1.0489,                0.69297,                0.75308,                0.77995,                0.65379,                 1.1309,                 0.8275,                 1.6489,             0.00040267,             0.00040267,             0.00040267
                    164,                0.54091,                0.57229,                 1.0601,                0.96778,                0.68326,                 0.7916,                0.65984,                 1.1208,                 0.8444,                 1.6281,             0.00039827,             0.00039827,             0.00039827
                    165,                0.49008,                0.55988,                 1.0142,                0.94632,                 0.6856,                0.80135,                0.67113,                 1.0442,                0.82782,                 1.5163,             0.00039387,             0.00039387,             0.00039387
                    166,                0.49013,                0.54284,                 1.0052,                 0.6208,                0.87938,                0.86606,                0.63125,                 1.0633,                0.89405,                 1.4984,             0.00038947,             0.00038947,             0.00038947
                    167,                0.53549,                0.58884,                 1.0267,                0.69478,                 0.8375,                0.80677,                0.61346,                 1.1438,                0.97786,                  1.627,             0.00038507,             0.00038507,             0.00038507
                    168,                0.49041,                0.50235,                 1.0197,                0.66745,                0.85817,                0.80607,                0.59553,                 1.0586,                 1.0673,                 1.5366,             0.00038067,             0.00038067,             0.00038067
                    169,                0.47284,                0.50957,                 1.0095,                0.61401,                  0.725,                0.74142,                0.56433,                  1.072,                 1.1167,                 1.5326,             0.00037627,             0.00037627,             0.00037627
                    170,                0.54774,                0.61739,                 1.0372,                0.57955,                0.66951,                0.70151,                0.52972,                 1.1157,                 1.1345,                 1.6631,             0.00037187,             0.00037187,             0.00037187
                    171,                0.53491,                0.63511,                 1.0353,                0.52173,                0.74039,                0.71892,                0.54528,                 1.1594,                 1.0057,                 1.7052,             0.00036747,             0.00036747,             0.00036747
                    172,                0.51458,                0.51321,                 1.0092,                0.98316,                0.67091,                0.79546,                  0.635,                 1.1138,                0.88352,                 1.5743,             0.00036307,             0.00036307,             0.00036307
                    173,                0.47879,                0.55754,                0.99984,                0.82524,                0.79614,                0.85873,                0.67892,                   1.12,                0.74451,                 1.5384,             0.00035868,             0.00035868,             0.00035868
                    174,                 0.5164,                 0.5628,                 1.0471,                0.89519,                    0.8,                0.86247,                0.67848,                 1.1493,                0.78505,                 1.5465,             0.00035428,             0.00035428,             0.00035428
                    175,                0.55978,                0.63029,                 1.0632,                0.91774,                    0.8,                0.85559,                0.68975,                  1.106,                0.75794,                 1.5556,             0.00034988,             0.00034988,             0.00034988
                    176,                0.48344,                0.51757,                0.99964,                0.88056,                0.79089,                0.85731,                0.70825,                0.99249,                0.76312,                 1.5008,             0.00034548,             0.00034548,             0.00034548
                    177,                  0.482,                0.54572,                  1.016,                0.98811,                0.68386,                0.78495,                0.69445,                0.91358,                0.86405,                  1.412,             0.00034108,             0.00034108,             0.00034108
                    178,                0.49468,                0.48771,                0.99332,                0.60851,                0.77598,                0.74559,                0.64588,                0.99119,                   1.08,                 1.5524,             0.00033668,             0.00033668,             0.00033668
                    179,                 0.5017,                0.52746,                 1.0109,                0.72812,                0.73033,                0.78639,                0.66171,                0.91265,                 1.1983,                 1.4624,             0.00033228,             0.00033228,             0.00033228
                    180,                0.50506,                0.55725,                 1.0172,                 0.6708,                0.79479,                0.77406,                0.66848,                0.71141,                 1.0733,                 1.2147,             0.00032788,             0.00032788,             0.00032788
                    181,                 0.4979,                0.50263,                 1.0249,                0.62956,                0.75634,                0.76318,                0.63819,                0.76905,                 1.0894,                  1.252,             0.00032348,             0.00032348,             0.00032348
                    182,                 0.4686,                0.56393,                 1.0028,                0.65711,                0.73279,                0.70412,                0.61103,                0.77452,                 1.1793,                 1.2312,             0.00031908,             0.00031908,             0.00031908
                    183,                0.45347,                0.50043,                0.98539,                0.56766,                0.76753,                0.71993,                0.61461,                0.74807,                 1.2045,                  1.265,             0.00031468,             0.00031468,             0.00031468
                    184,                0.48249,                0.51337,                 1.0202,                0.53955,                0.74578,                0.73563,                0.62269,                0.85468,                 1.2567,                 1.3486,             0.00031028,             0.00031028,             0.00031028
                    185,                0.43552,                0.46171,                0.99267,                0.61042,                0.78377,                0.71182,                0.64609,                0.94972,                  1.154,                 1.4224,             0.00030588,             0.00030588,             0.00030588
                    186,                0.43911,                0.48564,                 0.9886,                0.66398,                0.75864,                0.76432,                0.66139,                 1.1833,                 1.1144,                 1.6894,             0.00030148,             0.00030148,             0.00030148
                    187,                0.46757,                0.51678,                 1.0205,                0.70791,                0.74526,                 0.8011,                0.68712,                 1.1312,                 1.0022,                 1.6519,             0.00029708,             0.00029708,             0.00029708
                    188,                0.42452,                0.44343,                0.98964,                0.94519,                0.79342,                0.87769,                0.67493,                 1.1425,                0.96222,                 1.6299,             0.00029268,             0.00029268,             0.00029268
                    189,                0.47166,                0.51999,                  1.001,                0.81741,                0.88771,                0.88232,                0.65303,                 1.1669,                0.96485,                 1.6008,             0.00028828,             0.00028828,             0.00028828
                    190,                 0.5039,                0.55591,                 1.0286,                0.95602,                0.73934,                0.85013,                0.61423,                 1.1598,                 1.1155,                 1.5843,             0.00028388,             0.00028388,             0.00028388
                    191,                0.48641,                0.49105,                  1.014,                0.96943,                0.73095,                0.85738,                0.62066,                 1.1464,                 1.1033,                 1.5209,             0.00027948,             0.00027948,             0.00027948
                    192,                0.46108,                0.50216,                 1.0044,                0.88011,                 0.7538,                0.85083,                0.60208,                 1.0658,                0.91226,                 1.4905,             0.00027508,             0.00027508,             0.00027508
                    193,                0.44914,                0.50287,                0.98501,                0.97755,                0.74528,                0.89915,                0.66437,                 1.0777,                0.88903,                 1.5055,             0.00027068,             0.00027068,             0.00027068
                    194,                0.46195,                0.47725,                 1.0006,                0.96635,                 0.7875,                0.86125,                0.68362,                 1.0616,                 1.1472,                  1.491,             0.00026628,             0.00026628,             0.00026628
                    195,                0.43671,                0.42891,                0.98103,                0.91146,                 0.7789,                0.85644,                0.70733,                0.94066,                0.91333,                 1.4473,             0.00026188,             0.00026188,             0.00026188
                    196,                0.43035,                0.43377,                0.97357,                0.95444,                0.73278,                0.87026,                 0.7369,                0.89153,                0.90849,                   1.37,             0.00025749,             0.00025749,             0.00025749
                    197,                0.46629,                0.48449,                 1.0093,                0.92809,                0.74575,                0.87405,                0.72249,                0.84409,                0.89123,                 1.3378,             0.00025309,             0.00025309,             0.00025309
                    198,                0.52554,                0.55906,                 1.0445,                0.78081,                0.75564,                0.85723,                0.72115,                0.82894,                0.91607,                 1.3355,             0.00024869,             0.00024869,             0.00024869
                    199,                0.50205,                 0.4865,                0.99991,                0.83769,                 0.7564,                0.86081,                0.71251,                0.93331,                 1.0885,                 1.3957,             0.00024429,             0.00024429,             0.00024429
                    200,                 0.4524,                0.44033,                 1.0008,                 0.7153,                0.77992,                0.79094,                0.65892,                0.84136,                 1.0989,                 1.2977,             0.00023989,             0.00023989,             0.00023989
                    201,                0.45056,                0.49806,                0.98961,                0.90765,                0.63345,                0.74942,                0.66115,                0.88517,                 1.0998,                 1.3169,             0.00023549,             0.00023549,             0.00023549
                    202,                0.40462,                0.39671,                0.96845,                0.59282,                0.76189,                0.75003,                0.65243,                 1.0271,                 1.1582,                 1.4273,             0.00023109,             0.00023109,             0.00023109
                    203,                0.49735,                0.51802,                 1.0225,                0.59174,                    0.8,                0.76029,                0.63022,                 1.0929,                 1.1496,                 1.5377,             0.00022669,             0.00022669,             0.00022669
                    204,                0.45337,                0.48175,                 1.0057,                0.61358,                   0.75,                0.75794,                0.60891,                  1.139,                 1.1134,                 1.6795,             0.00022229,             0.00022229,             0.00022229
                    205,                0.40272,                0.44228,                0.97356,                0.97357,                0.66106,                0.81062,                0.64076,                 1.0277,                 1.1217,                 1.5619,             0.00021789,             0.00021789,             0.00021789
                    206,                0.46503,                0.45786,                 1.0152,                0.66655,                0.84681,                0.83551,                0.67496,                0.86003,                0.97393,                 1.3903,             0.00021349,             0.00021349,             0.00021349
                    207,                0.42895,                0.41035,                0.98171,                0.68063,                0.83929,                0.84276,                0.68916,                0.85478,                0.92071,                 1.3274,             0.00020909,             0.00020909,             0.00020909
                    208,                0.46518,                0.46164,                 1.0124,                0.92421,                0.68785,                0.77873,                 0.6661,                0.91053,                 1.0375,                 1.3248,             0.00020469,             0.00020469,             0.00020469
                    209,                0.43908,                 0.4977,                0.98489,                0.91363,                 0.6906,                0.77518,                0.67762,                0.79826,                 0.9631,                 1.2439,             0.00020029,             0.00020029,             0.00020029
                    210,                0.40683,                 0.4151,                0.96591,                0.88104,                0.69212,                0.74335,                0.67581,                0.73814,                 1.0186,                  1.222,             0.00019589,             0.00019589,             0.00019589
                    211,                0.41684,                0.42996,                0.97747,                 0.9499,                0.67547,                0.75521,                0.66355,                0.83538,                 1.0017,                  1.331,             0.00019149,             0.00019149,             0.00019149
                    212,                0.36979,                0.39353,                0.94376,                0.62018,                0.74146,                0.77049,                0.67487,                0.99006,                 1.0402,                 1.4619,             0.00018709,             0.00018709,             0.00018709
                    213,                0.42646,                0.46501,                0.97677,                0.61638,                0.73545,                0.77036,                0.67866,                0.98091,                 1.0973,                 1.4533,             0.00018269,             0.00018269,             0.00018269
                    214,                0.43369,                0.45419,                0.97922,                0.60987,                0.73857,                0.78443,                0.68428,                0.96351,                 1.0429,                 1.4632,             0.00017829,             0.00017829,             0.00017829
                    215,                0.41253,                0.44128,                0.99601,                0.66071,                 0.7934,                0.80312,                0.68488,                0.87747,                 1.0313,                 1.3934,             0.00017389,             0.00017389,             0.00017389
                    216,                 0.3838,                0.38284,                0.97127,                0.67302,                0.84021,                0.81429,                0.69059,                0.85711,                 1.0471,                 1.4131,             0.00016949,             0.00016949,             0.00016949
                    217,                0.42995,                 0.4405,                0.99109,                 0.6831,                0.80089,                0.81547,                0.69802,                0.96912,                 1.1264,                 1.5142,             0.00016509,             0.00016509,             0.00016509
                    218,                0.40007,                0.43157,                0.95243,                0.70651,                  0.733,                 0.8163,                 0.6902,                0.95239,                 1.0971,                 1.5327,              0.0001607,              0.0001607,              0.0001607
                    219,                0.42239,                0.45061,                0.98063,                0.77332,                0.85939,                0.90289,                0.68945,                0.97244,                 1.0403,                 1.5025,              0.0001563,              0.0001563,              0.0001563
                    220,                0.37986,                0.39621,                0.95376,                0.79001,                0.86801,                0.89792,                0.69935,                0.91175,                0.97713,                 1.3786,              0.0001519,              0.0001519,              0.0001519
                    221,                 0.3978,                0.43048,                0.96108,                0.77596,                0.87687,                0.90007,                0.71615,                0.90904,                 0.9129,                 1.3744,              0.0001475,              0.0001475,              0.0001475
                    222,                0.40173,                0.41394,                0.98125,                0.78728,                0.88924,                0.90029,                0.70897,                0.92057,                0.88401,                 1.3604,              0.0001431,              0.0001431,              0.0001431
                    223,                0.41932,                0.42491,                0.97438,                0.90287,                0.81607,                0.90506,                0.71711,                0.87865,                0.80816,                 1.3324,              0.0001387,              0.0001387,              0.0001387
                    224,                0.45822,                0.45036,                  1.023,                0.91562,                0.81008,                0.90732,                0.70597,                0.85272,                0.82074,                 1.3176,              0.0001343,              0.0001343,              0.0001343
                    225,                0.38946,                0.40229,                 0.9811,                0.94041,                0.79799,                0.90564,                0.71979,                0.82016,                0.83456,                 1.2882,              0.0001299,              0.0001299,              0.0001299
                    226,                0.37881,                0.41826,                0.97171,                0.96601,                0.83295,                 0.8954,                0.71151,                 0.7902,                0.79177,                 1.2508,              0.0001255,              0.0001255,              0.0001255
                    227,                0.38616,                0.38596,                 0.9509,                0.93269,                0.83737,                0.90491,                0.69996,                0.78389,                0.76415,                 1.2235,              0.0001211,              0.0001211,              0.0001211
                    228,                0.37174,                0.36983,                0.95362,                0.90193,                0.83991,                0.88893,                0.68886,                 0.7758,                 0.7696,                 1.2246,              0.0001167,              0.0001167,              0.0001167
                    229,                0.39279,                0.39765,                0.94267,                0.90759,                0.68995,                0.81927,                0.63371,                0.82688,                0.81755,                 1.2535,              0.0001123,              0.0001123,              0.0001123
                    230,                0.37111,                0.39152,                0.94162,                0.67799,                0.84821,                0.77784,                0.64881,                0.82613,                0.83822,                  1.248,              0.0001079,              0.0001079,              0.0001079
                    231,                0.36127,                0.36873,                0.94516,                0.70122,                0.82937,                0.78241,                0.66121,                0.82223,                0.85207,                 1.2579,              0.0001035,              0.0001035,              0.0001035
                    232,                0.36475,                0.37875,                0.94673,                0.66204,                0.78354,                0.77247,                0.65999,                0.85426,                0.84967,                    1.3,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    233,                0.40811,                0.43485,                0.97367,                 0.6899,                0.78077,                0.76408,                 0.6609,                0.88368,                0.83365,                 1.3151,             9.4702e-05,             9.4702e-05,             9.4702e-05
                    234,                0.38941,                0.39511,                0.96786,                0.59109,                    0.8,                0.73472,                0.65751,                0.88053,                0.80581,                 1.3139,             9.0302e-05,             9.0302e-05,             9.0302e-05
                    235,                0.38189,                0.38607,                0.95471,                0.57878,                 0.7977,                0.71722,                0.62643,                0.96488,                0.83095,                  1.375,             8.5903e-05,             8.5903e-05,             8.5903e-05
                    236,                0.36031,                0.38272,                0.94883,                0.57821,                0.79988,                0.71761,                0.63009,                 1.0335,                0.88198,                 1.4147,             8.1503e-05,             8.1503e-05,             8.1503e-05
                    237,                 0.3988,                0.42376,                0.96849,                0.80479,                0.84357,                0.80508,                0.62879,                 1.1012,                0.87918,                 1.4673,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    238,                0.41194,                0.41933,                0.97473,                0.79934,                0.84877,                0.81391,                0.63875,                 1.0963,                0.88368,                 1.4873,             7.2704e-05,             7.2704e-05,             7.2704e-05
                    239,                0.35925,                0.39788,                0.94783,                0.75446,                 0.8344,                0.80508,                0.63459,                 1.0236,                0.87177,                 1.4627,             6.8304e-05,             6.8304e-05,             6.8304e-05
                    240,                0.40356,                0.40511,                0.96656,                0.74053,                0.83405,                0.80638,                0.64395,                0.99003,                0.82589,                 1.4633,             6.3905e-05,             6.3905e-05,             6.3905e-05
                    241,                0.29025,                0.40879,                0.91178,                0.69072,                0.81381,                0.80356,                0.62509,                0.95064,                 0.7673,                 1.4567,             5.9505e-05,             5.9505e-05,             5.9505e-05
                    242,                0.24546,                0.30804,                0.87349,                  0.784,                  0.725,                0.79291,                0.60503,                0.95012,                0.74276,                 1.4604,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    243,                0.27491,                0.36917,                0.88375,                0.77591,                  0.725,                0.81454,                0.60738,                0.96243,                0.73164,                 1.4692,             5.0706e-05,             5.0706e-05,             5.0706e-05
                    244,                0.25335,                0.31787,                0.88984,                0.63298,                    0.9,                0.81994,                0.62185,                0.96555,                0.71294,                 1.4653,             4.6306e-05,             4.6306e-05,             4.6306e-05
                    245,                0.24983,                0.30755,                0.91194,                0.77833,                   0.85,                0.85115,                0.64555,                0.96798,                0.70994,                 1.4589,             4.1907e-05,             4.1907e-05,             4.1907e-05
                    246,                0.24198,                 0.3022,                0.89381,                0.71545,                    0.9,                0.86292,                0.66227,                0.95581,                0.69608,                 1.4507,             3.7507e-05,             3.7507e-05,             3.7507e-05
